Set_Number	Individual_ID	OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	FiveWayAcc	Best
1205	59	0.502	0.504667	0.515333	0.54	0.668333	0
1205	60	0.502333	0.504667	0.516333	0.539333	0.668333	0
1205	61	0.501667	0.505333	0.515	0.539333	0.668333	0
1205	62	0.502667	0.505333	0.513333	0.538667	0.664667	0
1205	63	0.502333	0.505333	0.513333	0.539	0.663333	0
1205	64	0.501667	0.504667	0.514	0.54	0.663333	0
1205	65	0.501333	0.504667	0.514333	0.538333	0.663667	0
1205	66	0.501667	0.505	0.514	0.538	0.663667	0
1205	67	0.502	0.504667	0.514	0.538333	0.662667	0
1205	68	0.501667	0.504333	0.514667	0.538333	0.662333	0
1205	69	0.501667	0.504667	0.514333	0.539667	0.664667	0
1205	70	0.503	0.505667	0.515333	0.535667	0.662667	0
1205	71	0.502667	0.505333	0.514667	0.536	0.662667	0
1205	72	0.502	0.506667	0.513667	0.535667	0.660333	0
1205	73	0.502333	0.506333	0.514	0.535667	0.659667	0
1205	74	0.502	0.505667	0.515333	0.537333	0.669667	0
1205	75	0.501	0.507	0.515	0.538	0.666	0
1205	76	0.501333	0.507333	0.516	0.539333	0.670667	0
1205	77	0.501333	0.508	0.515667	0.539667	0.669333	0
1205	78	0.501333	0.506	0.515333	0.536	0.661333	0
1205	79	0.501333	0.505333	0.513333	0.536667	0.66	0
1205	80	0.501	0.505	0.516	0.537667	0.659333	0
1205	81	0.501333	0.506667	0.513667	0.537667	0.668667	0
1205	82	0.501667	0.507333	0.514333	0.536333	0.669	0
1205	83	0.502333	0.506333	0.514333	0.536667	0.668	0
1205	84	0.502333	0.506667	0.514667	0.537667	0.670667	1
1205	85	0.502333	0.507	0.514333	0.537	0.669667	0
1205	86	0.501667	0.506333	0.514333	0.537333	0.669	0
1205	87	0.501667	0.506667	0.514	0.535667	0.664	0
1205	88	0.502333	0.505333	0.514667	0.536667	0.666	0
1205	89	0.501667	0.505667	0.513333	0.537	0.666333	0
1205	90	0.502	0.506	0.513	0.536333	0.665667	0
1205	91	0.502667	0.506333	0.514	0.536	0.666	0
1205	92	0.503	0.505667	0.516333	0.540333	0.670333	0
1205	93	0.502667	0.505333	0.515333	0.542	0.672	0
1205	94	0.502667	0.505333	0.513667	0.538	0.665333	0
1205	95	0.502667	0.508	0.516333	0.538333	0.672333	0
1205	96	0.501667	0.505	0.516	0.537333	0.663333	0
1205	97	0.502333	0.505333	0.513333	0.537667	0.660333	0
1205	98	0.502333	0.504667	0.514333	0.535667	0.656333	0
1205	99	0.503333	0.506667	0.516	0.539	0.671	0
1205	100	0.502333	0.507	0.516	0.542667	0.672333	0
1206	1	0.501	0.508333	0.518667	0.546667	0.685	0
1206	2	0.501333	0.508333	0.518333	0.545667	0.686	0
1206	3	0.502	0.507667	0.518	0.544667	0.686	0
1206	4	0.501667	0.508	0.52	0.546	0.688333	0
1206	5	0.501333	0.507667	0.518667	0.546	0.686333	0
1206	6	0.501333	0.508333	0.518667	0.546333	0.687	0
1206	7	0.501333	0.508333	0.518667	0.547	0.689	0
1206	8	0.502	0.507667	0.518333	0.546667	0.689667	0
1206	9	0.502	0.509667	0.519	0.546333	0.689333	0
1206	10	0.502333	0.508333	0.519333	0.545333	0.688	0
1206	11	0.502	0.508333	0.518667	0.545333	0.687667	0
1206	12	0.501667	0.508	0.518667	0.547	0.688	0
1206	13	0.502667	0.509667	0.517333	0.545	0.688333	0
1206	14	0.501667	0.509667	0.518	0.545667	0.687	0
1206	15	0.502333	0.509	0.519	0.545333	0.688333	0
1206	16	0.502333	0.508667	0.518333	0.545	0.687333	0
1206	17	0.501667	0.508	0.518667	0.545667	0.686333	0
1206	18	0.502	0.508	0.519333	0.545333	0.686333	0
1206	19	0.501667	0.507333	0.519333	0.544667	0.685667	0
1206	20	0.501	0.507667	0.519	0.545	0.684667	0
1206	21	0.501333	0.507	0.519333	0.546333	0.685667	0
1206	22	0.501	0.507333	0.52	0.546667	0.685667	0
1206	23	0.502	0.506333	0.518333	0.545	0.682333	0
1206	24	0.501	0.507	0.518333	0.546333	0.683667	0
1206	25	0.501667	0.506667	0.519333	0.545333	0.682333	0
1206	26	0.500667	0.507333	0.518333	0.545667	0.681333	0
1206	27	0.502	0.507	0.519333	0.547667	0.686333	0
1206	28	0.502	0.507333	0.518	0.549	0.687	0
1206	29	0.502333	0.506667	0.518333	0.535333	0.660333	0
1206	30	0.501	0.505667	0.516	0.537667	0.660333	0
1206	31	0.501333	0.505333	0.516	0.536333	0.658	0
1206	32	0.501667	0.504667	0.516	0.537	0.658667	0
1206	33	0.501667	0.504333	0.516	0.538333	0.657667	0
1206	34	0.503333	0.506333	0.515333	0.536333	0.657667	0
1206	35	0.502	0.504667	0.517	0.536	0.657333	0
1206	36	0.502	0.504667	0.517	0.536667	0.659	0
1206	37	0.502667	0.504667	0.516333	0.539	0.660333	0
1206	38	0.502667	0.505333	0.516667	0.538667	0.661667	0
1206	39	0.501333	0.505	0.518	0.536	0.658	0
1206	40	0.501667	0.505667	0.517	0.535667	0.659	0
1206	41	0.501333	0.506	0.517667	0.536	0.659333	0
1206	42	0.501667	0.505	0.516333	0.537333	0.66	0
1206	43	0.502	0.505	0.516	0.535667	0.661333	0
1206	44	0.501333	0.505667	0.516667	0.536333	0.661333	0
1206	45	0.502	0.506333	0.518333	0.537	0.662667	0
1206	46	0.501667	0.507	0.517333	0.538333	0.664	0
1206	47	0.501333	0.506	0.515667	0.538	0.662333	0
1206	48	0.502	0.506667	0.517333	0.538	0.664	0
1206	49	0.501667	0.505	0.517	0.537	0.661333	0
1206	50	0.501333	0.505667	0.518667	0.536333	0.662	0
1206	51	0.502333	0.505667	0.517667	0.536	0.662333	0
1206	52	0.502	0.506	0.517333	0.536333	0.662333	0
1206	53	0.501333	0.509	0.517667	0.538667	0.664667	0
1206	54	0.502333	0.507	0.517667	0.541667	0.667667	0
1206	55	0.502667	0.508	0.517667	0.540333	0.666333	0
1206	56	0.501667	0.508333	0.516667	0.539667	0.665333	0
1206	57	0.502333	0.508333	0.516333	0.539667	0.665	0
1206	58	0.502	0.507667	0.515333	0.540667	0.665667	0
1206	59	0.501333	0.508	0.516	0.540667	0.664667	0
1206	60	0.501667	0.508333	0.516	0.539667	0.664667	0
1206	61	0.501333	0.509667	0.517	0.538333	0.665	0
1206	62	0.502	0.507667	0.517333	0.538	0.665	0
1206	63	0.502333	0.508333	0.517	0.539	0.666	0
1206	64	0.501333	0.508667	0.517333	0.537667	0.664333	0
1206	65	0.502	0.508	0.517	0.539	0.664667	0
1206	66	0.503333	0.507333	0.519333	0.542333	0.681	0
1206	67	0.503333	0.506667	0.52	0.541667	0.681	0
1206	68	0.503	0.507667	0.520667	0.542	0.682	0
1206	69	0.502667	0.508	0.52	0.543333	0.682667	0
1206	70	0.503	0.508333	0.519	0.54	0.681667	0
1206	71	0.503667	0.509	0.518667	0.542667	0.682333	0
1206	72	0.503333	0.508667	0.52	0.541667	0.682333	0
1206	73	0.503333	0.507667	0.521333	0.542	0.684333	0
1206	74	0.502667	0.506	0.518667	0.539	0.679333	0
1206	75	0.503667	0.506667	0.518333	0.539333	0.678667	0
1206	76	0.502667	0.507	0.519667	0.539667	0.679667	0
1206	77	0.503667	0.507333	0.519667	0.54	0.681667	0
1206	78	0.503667	0.506333	0.519333	0.540333	0.68	0
1206	79	0.503667	0.507333	0.519667	0.540667	0.682667	0
1206	80	0.504	0.506333	0.52	0.540333	0.682333	0
1206	81	0.503667	0.507	0.519333	0.541	0.682667	1
1206	82	0.503667	0.507	0.52	0.541667	0.683667	0
1206	83	0.504667	0.507333	0.520333	0.541667	0.684	0
1206	84	0.503667	0.507333	0.519333	0.540667	0.681667	0
1206	85	0.503667	0.506333	0.519667	0.541333	0.681333	0
1206	86	0.503333	0.507	0.519333	0.543	0.680667	0
1206	87	0.503667	0.507667	0.519	0.541667	0.683	0
1206	88	0.503333	0.507667	0.519333	0.543667	0.682667	0
1206	89	0.502667	0.507	0.518333	0.540667	0.678	0
1206	90	0.502667	0.506667	0.518333	0.541333	0.677333	0
1206	91	0.503	0.509333	0.52	0.541667	0.683	0
1206	92	0.503	0.508333	0.519	0.542333	0.682333	0
1206	93	0.502	0.509	0.519667	0.541	0.681	0
1206	94	0.502667	0.508	0.520667	0.542333	0.681333	0
1206	95	0.503	0.507333	0.519333	0.542667	0.681333	0
1206	96	0.502667	0.506667	0.520333	0.542333	0.680667	0
1206	97	0.503	0.507	0.52	0.541333	0.681	0
1206	98	0.503	0.508	0.520667	0.54	0.681	0
1206	99	0.503333	0.507333	0.518	0.540333	0.678333	0
1206	100	0.503667	0.508	0.518	0.539333	0.678333	0
1207	1	0.502	0.507333	0.519	0.545667	0.697667	0
1207	2	0.503333	0.507	0.518333	0.542667	0.694	0
1207	3	0.502667	0.510333	0.521333	0.547667	0.701667	0
1207	4	0.501667	0.508333	0.520667	0.548	0.700667	0
1207	5	0.501667	0.507667	0.52	0.549333	0.699667	0
1207	6	0.501333	0.509667	0.519333	0.546	0.696333	0
1207	7	0.502333	0.507	0.521333	0.552333	0.7	0
1207	8	0.502	0.507	0.522333	0.552333	0.701	0
1207	9	0.501	0.505333	0.521	0.545	0.683	0
1207	10	0.501	0.505333	0.52	0.545333	0.683667	0
1207	11	0.501667	0.505333	0.520667	0.544667	0.683	0
1207	12	0.502	0.505	0.521	0.544667	0.680667	0
1207	13	0.501333	0.505333	0.520667	0.543	0.681333	0
1207	14	0.501333	0.505333	0.520333	0.544	0.682333	0
1207	15	0.502333	0.508	0.517	0.54	0.686	0
1207	16	0.501333	0.505667	0.518	0.544667	0.687	0
1207	17	0.501667	0.506	0.517667	0.543667	0.687	0
1207	18	0.501333	0.507333	0.517667	0.541667	0.687667	0
1207	19	0.501667	0.506333	0.516333	0.543	0.687	0
1207	20	0.501333	0.506667	0.518	0.542667	0.69	0
1207	21	0.501	0.506667	0.516333	0.543	0.688667	0
1207	22	0.500667	0.507667	0.517333	0.545	0.689667	0
1207	23	0.501667	0.508	0.517	0.541333	0.687	0
1207	24	0.501333	0.506333	0.516667	0.543	0.686	0
1207	25	0.501667	0.505667	0.518	0.543	0.683	0
1207	26	0.502	0.506667	0.519667	0.542667	0.692667	0
1207	27	0.503	0.507	0.516667	0.541	0.69	0
1207	28	0.503	0.507333	0.518	0.542333	0.692333	0
1207	29	0.501667	0.507333	0.517333	0.541	0.689	0
1207	30	0.502	0.506667	0.517333	0.542	0.689333	0
1207	31	0.501667	0.507333	0.517667	0.540667	0.689667	0
1207	32	0.502333	0.508333	0.518667	0.54	0.689	0
1207	33	0.503	0.508	0.517	0.543333	0.693333	0
1207	34	0.503	0.508	0.517	0.544	0.694667	0
1207	35	0.502667	0.508	0.517	0.544333	0.694333	0
1207	36	0.502333	0.508333	0.518	0.544333	0.698	1
1207	37	0.502333	0.507333	0.517667	0.543667	0.695	0
1207	38	0.502	0.51	0.518667	0.543	0.695333	0
1207	39	0.502	0.507667	0.517333	0.543667	0.694667	0
1207	40	0.501667	0.507333	0.518	0.545667	0.696	0
1207	41	0.501667	0.507667	0.517667	0.545	0.695	0
1207	42	0.502	0.508	0.518	0.545	0.696667	0
1207	43	0.503	0.509	0.517667	0.542667	0.695	0
1207	44	0.502667	0.507333	0.517667	0.542667	0.694333	0
1207	45	0.502667	0.508333	0.518	0.543	0.694667	0
1207	46	0.501667	0.506667	0.518	0.543667	0.690667	0
1207	47	0.501	0.508333	0.519	0.544333	0.691	0
1207	48	0.502	0.506333	0.519	0.540333	0.685333	0
1207	49	0.502333	0.506	0.519	0.543667	0.688667	0
1207	50	0.502333	0.508	0.519333	0.545	0.697667	0
1207	51	0.501333	0.507	0.519667	0.545667	0.695	0
1207	52	0.501333	0.506667	0.52	0.547	0.694	0
1207	53	0.501333	0.507	0.519333	0.546667	0.693333	0
1207	54	0.501333	0.508	0.521	0.549	0.699667	0
1207	55	0.501667	0.507667	0.519667	0.547667	0.699333	0
1207	56	0.501333	0.507333	0.520333	0.549	0.697333	0
1207	57	0.502667	0.507333	0.519333	0.545667	0.699	0
1207	58	0.502333	0.507	0.519333	0.546	0.697	0
1207	59	0.502	0.507667	0.52	0.547	0.698	0
1207	60	0.502333	0.507667	0.518667	0.545333	0.697667	0
1207	61	0.502	0.507333	0.52	0.543333	0.695333	0
1207	62	0.502333	0.507333	0.52	0.543	0.695333	0
1207	63	0.502	0.507333	0.520667	0.542667	0.695667	0
1207	64	0.501667	0.506667	0.519667	0.545	0.695667	0
1207	65	0.501667	0.507333	0.519333	0.545	0.696	0
1207	66	0.501667	0.507	0.519333	0.544667	0.695667	0
1207	67	0.501667	0.507	0.519667	0.544333	0.697667	0
1207	68	0.501333	0.507667	0.519667	0.544667	0.695667	0
1207	69	0.502	0.507667	0.519	0.544333	0.697	0
1207	70	0.501667	0.507667	0.519	0.545667	0.696333	0
1207	71	0.501667	0.508	0.519	0.546333	0.699	0
1207	72	0.502	0.506333	0.518	0.542333	0.691667	0
1207	73	0.502	0.507	0.517667	0.543	0.693	0
1207	74	0.501667	0.506667	0.518333	0.544	0.693	0
1207	75	0.503	0.507	0.520333	0.543	0.695	0
1207	76	0.503667	0.508333	0.520333	0.543333	0.696667	0
1207	77	0.502333	0.507	0.518667	0.544	0.695333	0
1207	78	0.502333	0.507667	0.519	0.543667	0.695333	0
1207	79	0.503333	0.508	0.519	0.542	0.693667	0
1207	80	0.503667	0.506667	0.518333	0.543	0.692667	0
1207	81	0.502667	0.507	0.518333	0.542333	0.692333	0
1207	82	0.502333	0.51	0.520667	0.545333	0.698667	0
1207	83	0.503	0.508333	0.521	0.546	0.700667	0
1207	84	0.501667	0.51	0.522333	0.548	0.701333	0
1207	85	0.502333	0.508667	0.523	0.547	0.699333	0
1207	86	0.501667	0.509	0.521667	0.55	0.702333	0
1207	87	0.501667	0.51	0.521333	0.549667	0.703	0
1207	88	0.501667	0.510333	0.522	0.549667	0.704	0
1207	89	0.502	0.509333	0.521667	0.548667	0.702333	0
1207	90	0.502	0.510667	0.52	0.549333	0.702333	0
1207	91	0.501667	0.510667	0.520333	0.548333	0.702333	0
1207	92	0.502333	0.511333	0.520667	0.547333	0.701333	0
1207	93	0.501667	0.511333	0.521	0.548	0.701333	0
1207	94	0.502667	0.510667	0.520667	0.548	0.701667	0
1207	95	0.502333	0.51	0.521	0.547333	0.700333	0
1207	96	0.502667	0.509667	0.522	0.547333	0.702	0
1207	97	0.502333	0.509333	0.521333	0.549667	0.703	0
1207	98	0.501333	0.507667	0.519667	0.548333	0.698667	0
1207	99	0.502667	0.509667	0.521667	0.545667	0.700333	0
1207	100	0.501	0.51	0.519667	0.546	0.696333	0
1208	1	0.501	0.507333	0.520667	0.543333	0.683333	0
1208	2	0.501667	0.507	0.520667	0.543	0.685	0
1208	3	0.501333	0.507333	0.520667	0.543667	0.686667	0
1208	4	0.502	0.508333	0.519667	0.542667	0.686333	0
1208	5	0.502	0.507667	0.519333	0.543667	0.687	0
1208	6	0.501333	0.507667	0.521	0.543	0.684333	0
1208	7	0.501667	0.507333	0.520333	0.543333	0.685	0
1208	8	0.502333	0.507333	0.519333	0.544	0.686667	0
1208	9	0.502	0.508	0.518667	0.542667	0.685	0
1208	10	0.502333	0.507667	0.519	0.542	0.688333	0
1208	11	0.503	0.505667	0.516	0.543333	0.676667	0
1208	12	0.504	0.505333	0.516333	0.544667	0.675667	0
1208	13	0.504	0.506333	0.516	0.542667	0.677333	0
1208	14	0.503667	0.507	0.516333	0.545667	0.681	0
1208	15	0.503	0.507667	0.517667	0.546667	0.679	0
1208	16	0.503333	0.507	0.518	0.545667	0.678333	0
1208	17	0.502667	0.506667	0.518	0.547	0.679333	0
1208	18	0.503	0.507	0.516667	0.546667	0.678667	0
1208	19	0.503333	0.506667	0.516333	0.546333	0.679	0
1208	20	0.501333	0.506333	0.517	0.542667	0.677333	0
1208	21	0.501667	0.506667	0.516333	0.543	0.676333	0
1208	22	0.501667	0.506333	0.516	0.544	0.676333	0
1208	23	0.501667	0.505667	0.517	0.543	0.676333	0
1208	24	0.502	0.506333	0.515	0.543	0.674667	0
1208	25	0.501667	0.506333	0.516667	0.542333	0.673333	0
1208	26	0.501	0.506	0.516333	0.540333	0.668333	0
1208	27	0.501	0.507	0.516	0.540333	0.67	0
1208	28	0.501	0.507333	0.516333	0.542	0.672333	0
1208	29	0.501667	0.506667	0.515667	0.542667	0.672667	0
1208	30	0.502	0.506333	0.515667	0.541667	0.672667	0
1208	31	0.502667	0.507	0.515	0.541333	0.671667	0
1208	32	0.502333	0.506333	0.514667	0.542333	0.672667	0
1208	33	0.501333	0.506	0.517333	0.542667	0.673667	0
1208	34	0.501333	0.506333	0.516333	0.54	0.67	0
1208	35	0.501667	0.506	0.516	0.540667	0.671333	0
1208	36	0.501667	0.505333	0.515	0.541667	0.672333	0
1208	37	0.501333	0.505667	0.515667	0.541	0.671667	0
1208	38	0.503	0.505	0.515667	0.540667	0.669667	0
1208	39	0.502333	0.505	0.516333	0.541	0.671	0
1208	40	0.502333	0.507	0.514667	0.539667	0.669333	0
1208	41	0.501333	0.506	0.515	0.540667	0.670333	0
1208	42	0.501	0.505	0.516667	0.541667	0.668333	0
1208	43	0.501333	0.505667	0.514667	0.540667	0.668333	0
1208	44	0.501	0.505333	0.515	0.541667	0.668333	0
1208	45	0.501	0.506667	0.515333	0.541333	0.669333	0
1208	46	0.501	0.506333	0.515333	0.540333	0.667333	0
1208	47	0.502	0.504667	0.514	0.539667	0.668	0
1208	48	0.501667	0.506	0.514	0.539	0.666667	0
1208	49	0.501333	0.505	0.514333	0.539667	0.668	0
1208	50	0.502	0.505667	0.515333	0.539333	0.665333	0
1208	51	0.501333	0.506	0.514667	0.542333	0.67	0
1208	52	0.502	0.506333	0.516667	0.541333	0.675	0
1208	53	0.501667	0.506667	0.517	0.540667	0.673333	0
1208	54	0.502333	0.507	0.518	0.541667	0.676333	0
1208	55	0.501667	0.507	0.516333	0.541333	0.673667	0
1208	56	0.502333	0.507	0.515667	0.539667	0.671	0
1208	57	0.503	0.507667	0.515667	0.540333	0.672667	0
1208	58	0.503	0.506	0.516333	0.542	0.676667	0
1208	59	0.502667	0.506	0.515667	0.542	0.675667	0
1208	60	0.501667	0.509	0.516	0.541667	0.673	0
1208	61	0.502333	0.506667	0.516333	0.541667	0.675333	0
1208	62	0.502333	0.507333	0.515667	0.541	0.675333	0
1208	63	0.502333	0.507	0.515667	0.541333	0.674333	0
1208	64	0.503	0.506667	0.515	0.541667	0.673667	0
1208	65	0.502333	0.508667	0.518667	0.545667	0.690667	0
1208	66	0.502667	0.507667	0.519	0.545667	0.690333	0
1208	67	0.503333	0.507667	0.518667	0.545333	0.690333	0
1208	68	0.503	0.507667	0.519	0.545	0.689667	0
1208	69	0.504	0.508667	0.519333	0.544667	0.692	0
1208	70	0.502667	0.509	0.521	0.546333	0.694667	0
1208	71	0.503	0.509	0.520333	0.545667	0.695	0
1208	72	0.502333	0.509333	0.521333	0.548667	0.694667	0
1208	73	0.502333	0.51	0.521667	0.55	0.695	0
1208	74	0.502333	0.51	0.520667	0.549	0.694667	0
1208	75	0.502333	0.507333	0.520333	0.546	0.694	0
1208	76	0.502667	0.507333	0.52	0.545667	0.693	0
1208	77	0.502333	0.507333	0.519333	0.545667	0.691	0
1208	78	0.503	0.507333	0.519667	0.545667	0.693	0
1208	79	0.503	0.507667	0.520333	0.544667	0.691667	0
1208	80	0.502667	0.508	0.519	0.546667	0.692333	0
1208	81	0.502333	0.508	0.519333	0.545333	0.694333	1
1208	82	0.502333	0.509	0.519	0.547	0.692333	0
1208	83	0.503	0.509	0.519	0.546	0.693	0
1208	84	0.503333	0.509667	0.519667	0.547	0.695333	0
1208	85	0.503333	0.509	0.519	0.545667	0.694333	0
1208	86	0.503333	0.510667	0.520667	0.547	0.695667	0
1208	87	0.503333	0.506667	0.523333	0.547	0.689667	0
1208	88	0.502	0.507667	0.517333	0.537333	0.655333	0
1208	89	0.501667	0.506	0.516667	0.538333	0.657667	0
1208	90	0.502667	0.506667	0.516	0.537	0.659	0
1208	91	0.502	0.506	0.516333	0.537667	0.657667	0
1208	92	0.503	0.506667	0.516	0.538333	0.660333	0
1208	93	0.502667	0.506667	0.517	0.538	0.660667	0
1208	94	0.502	0.506333	0.516	0.537667	0.659667	0
1208	95	0.501667	0.505667	0.518333	0.539	0.658667	0
1208	96	0.502333	0.506333	0.518333	0.537667	0.66	0
1208	97	0.501333	0.506	0.517333	0.538	0.660667	0
1208	98	0.502333	0.506667	0.518333	0.537333	0.658667	0
1208	99	0.503	0.507333	0.517	0.537667	0.66	0
1208	100	0.501333	0.506333	0.519	0.539333	0.661	0
1209	1	0.503333	0.508333	0.516333	0.537667	0.683667	0
1209	2	0.502667	0.507667	0.517333	0.537	0.684	0
1209	3	0.502333	0.508667	0.517333	0.537667	0.685667	0
1209	4	0.503333	0.507333	0.517667	0.536333	0.684667	0
1209	5	0.502	0.512667	0.519667	0.540667	0.694667	0
1209	6	0.501667	0.511333	0.519667	0.538667	0.688667	0
1209	7	0.503	0.507333	0.517667	0.538333	0.697333	1
1209	8	0.502667	0.507667	0.517333	0.541667	0.693333	0
1209	9	0.502667	0.508	0.518333	0.542667	0.698333	0
1209	10	0.503333	0.508	0.517333	0.537333	0.686333	0
1209	11	0.502667	0.507667	0.517	0.539333	0.687	0
1209	12	0.503	0.507667	0.518	0.537667	0.69	0
1209	13	0.501333	0.508667	0.519667	0.536333	0.683667	0
1209	14	0.501333	0.508	0.518667	0.537	0.683333	0
1209	15	0.501	0.508667	0.518667	0.536667	0.685333	0
1209	16	0.501	0.509	0.518667	0.536	0.684333	0
1209	17	0.503333	0.507667	0.519	0.535333	0.680667	0
1209	18	0.502667	0.508333	0.517333	0.542667	0.695	0
1209	19	0.502333	0.508	0.517667	0.541	0.695	0
1209	20	0.502667	0.507667	0.517667	0.541333	0.697	0
1209	21	0.502333	0.508333	0.518	0.540667	0.697	0
1209	22	0.502333	0.508	0.518333	0.54	0.696333	0
1209	23	0.502	0.508	0.518333	0.539667	0.692667	0
1209	24	0.502333	0.508667	0.518	0.537667	0.689333	0
1209	25	0.502667	0.508333	0.517333	0.538667	0.69	0
1209	26	0.503	0.507667	0.517333	0.537333	0.685667	0
1209	27	0.502667	0.508333	0.518	0.537	0.685667	0
1209	28	0.502333	0.508	0.517333	0.538	0.686667	0
1209	29	0.502667	0.508	0.517333	0.539333	0.691	0
1209	30	0.503	0.508	0.517333	0.538667	0.691667	0
1209	31	0.502667	0.509	0.517667	0.539	0.692333	0
1209	32	0.501333	0.508	0.519333	0.537	0.685667	0
1209	33	0.502333	0.509	0.517667	0.536333	0.682667	0
1209	34	0.502333	0.509667	0.518333	0.537	0.685667	0
1209	35	0.502667	0.508667	0.518667	0.536667	0.685667	0
1209	36	0.503	0.508667	0.517	0.536	0.678333	0
1209	37	0.503	0.508	0.516667	0.536	0.677667	0
1209	38	0.502333	0.507333	0.517333	0.536	0.677333	0
1209	39	0.502667	0.509	0.518	0.535	0.678667	0
1209	40	0.502667	0.506667	0.518333	0.535333	0.68	0
1209	41	0.502	0.506667	0.518333	0.536	0.678667	0
1209	42	0.502667	0.506	0.517667	0.535667	0.679667	0
1209	43	0.502667	0.507333	0.519333	0.535667	0.681333	0
1209	44	0.502667	0.507333	0.519	0.535667	0.680333	0
1209	45	0.502	0.507667	0.519	0.535	0.677667	0
1209	46	0.501667	0.506667	0.518	0.538	0.684	0
1209	47	0.501667	0.506667	0.519	0.538333	0.684667	0
1209	48	0.502	0.507333	0.518667	0.538	0.686667	0
1209	49	0.502333	0.506667	0.518	0.538	0.687333	0
1209	50	0.502667	0.505667	0.518333	0.539667	0.685333	0
1209	51	0.502	0.506	0.517333	0.539	0.686	0
1209	52	0.501667	0.506	0.518	0.539	0.683333	0
1209	53	0.503	0.506333	0.518333	0.537667	0.683333	0
1209	54	0.502667	0.506	0.518	0.537667	0.680667	0
1209	55	0.502333	0.506333	0.518333	0.537667	0.681333	0
1209	56	0.502667	0.506	0.518	0.538	0.682667	0
1209	57	0.503	0.508333	0.520667	0.536667	0.687333	0
1209	58	0.503	0.508667	0.520333	0.535667	0.686	0
1209	59	0.502667	0.505667	0.517667	0.535667	0.659	0
1209	60	0.502	0.505333	0.516	0.535333	0.655667	0
1209	61	0.502333	0.505667	0.516333	0.536	0.657	0
1209	62	0.503	0.506	0.516	0.534667	0.654667	0
1209	63	0.502	0.506333	0.517667	0.537	0.660667	0
1209	64	0.502667	0.505	0.516	0.535667	0.657667	0
1209	65	0.502333	0.506	0.516333	0.535333	0.657333	0
1209	66	0.502333	0.505333	0.517	0.536	0.657333	0
1209	67	0.502333	0.505667	0.516667	0.535667	0.658333	0
1209	68	0.501667	0.508	0.517333	0.537667	0.677	0
1209	69	0.501667	0.506667	0.516667	0.538333	0.679667	0
1209	70	0.502	0.507667	0.517	0.539	0.680333	0
1209	71	0.502	0.506667	0.516333	0.538667	0.677	0
1209	72	0.502667	0.507333	0.517667	0.537	0.683667	0
1209	73	0.502667	0.507667	0.517667	0.536667	0.683667	0
1209	74	0.502667	0.509333	0.517333	0.537	0.685333	0
1209	75	0.503667	0.507	0.518	0.536667	0.684667	0
1209	76	0.503667	0.509333	0.519	0.536667	0.688	0
1209	77	0.504333	0.509333	0.520333	0.536333	0.688333	0
1209	78	0.502	0.513	0.520333	0.540333	0.693333	0
1209	79	0.501333	0.510667	0.52	0.541667	0.689	0
1209	80	0.501667	0.512333	0.519333	0.541	0.694333	0
1209	81	0.501667	0.511667	0.517667	0.54	0.691333	0
1209	82	0.501667	0.511	0.518667	0.539667	0.690333	0
1209	83	0.501667	0.510333	0.518	0.54	0.688	0
1209	84	0.503667	0.507667	0.518	0.538	0.695333	0
1209	85	0.501667	0.508333	0.52	0.540667	0.694	0
1209	86	0.501667	0.508	0.521667	0.540667	0.693333	0
1209	87	0.502333	0.507667	0.519	0.539667	0.695667	0
1209	88	0.503	0.508333	0.519667	0.542333	0.699667	0
1209	89	0.503	0.508667	0.518	0.543333	0.699	0
1209	90	0.502	0.508333	0.518333	0.541	0.697333	0
1209	91	0.502333	0.507333	0.518333	0.538333	0.695333	0
1209	92	0.502667	0.508	0.519	0.538	0.695	0
1209	93	0.502667	0.509	0.520333	0.540333	0.698	0
1209	94	0.503667	0.506667	0.517667	0.539	0.691667	0
1209	95	0.503333	0.506333	0.517	0.539667	0.691333	0
1209	96	0.502667	0.508667	0.517	0.537333	0.685667	0
1209	97	0.502333	0.507667	0.518	0.539333	0.689	0
1209	98	0.503	0.508	0.517	0.539	0.687667	0
1209	99	0.503667	0.507667	0.516667	0.539667	0.685667	0
1209	100	0.501667	0.508667	0.519667	0.536	0.683333	0
1210	1	0.501333	0.507	0.515667	0.54	0.675	0
1210	2	0.502	0.506667	0.515667	0.539	0.675333	0
1210	3	0.501667	0.506667	0.516	0.538333	0.677667	0
1210	4	0.501333	0.508333	0.516667	0.54	0.677333	0
